/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/init.luau	83	module_export	return Fusion	return Fusion
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/merge.luau	20	module_export			return into			return into
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/merge.luau	31	module_export			return into			return into
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/merge.luau	35	module_export	return merge	return merge
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/never.luau	14	module_export	return never	return never
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/ExternalDebug.luau	20	module_export	local Debugger = {}	local Debugger = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/ExternalDebug.luau	37	module_export		return oldProvider		return oldProvider
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/ExternalDebug.luau	70	module_export	return Debugger	return Debugger
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/RobloxExternal.luau	15	module_export	local RobloxExternal = {}	local RobloxExternal = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/RobloxExternal.luau	98	module_export	return RobloxExternal	return RobloxExternal
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/Safe.luau	20	module_export		return value		return value
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/Safe.luau	23	module_export	return Safe	return Safe
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/Contextual.luau	22	module_export	local class = {}	local class = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/Contextual.luau	42	module_export		return self		return self
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/Contextual.luau	67	module_export		local methods = {}		local methods = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/Contextual.luau	84	module_export			return value			return value
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/Contextual.luau	87	module_export		return methods		return methods
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/Contextual.luau	91	module_export	return Contextual	return Contextual
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/isSimilar.luau	29	module_export	return isSimilar	return isSimilar
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/External.luau	17	module_export	local External = {}	local External = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/External.luau	23	module_export	local updateStepCallbacks = {}	local updateStepCallbacks = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/External.luau	42	module_export		return oldProvider		return oldProvider
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/External.luau	128	module_export		local uniqueIdentifier = {}		local uniqueIdentifier = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/External.luau	153	module_export		return lastUpdateStep		return lastUpdateStep
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/External.luau	156	module_export	return External	return External
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/ForPairs.luau	52	module_export		local self = {}		local self = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Instances/Child.luau	18	module_export		return x		return x
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Instances/Child.luau	21	module_export	return Child	return Child
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/xtypeof.luau	24	module_export		return typeString		return typeString
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/xtypeof.luau	27	module_export	return xtypeof	return xtypeof
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/ForValues.luau	51	module_export		local self = {}		local self = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/ForValues.luau	61	module_export				return outputValue				return outputValue
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/ForValues.luau	68	module_export				return nil				return nil
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/Tween.luau	44	module_export	local class = {}	local class = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/Tween.luau	115	module_export		return self		return self
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/Tween.luau	125	module_export			return false			return false
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/Tween.luau	132	module_export			return false			return false
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Colour/Oklab.luau	15	module_export	local Oklab = {}	local Oklab = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Colour/Oklab.luau	70	module_export	return Oklab	return Oklab
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/nameOf.luau	20	module_export			return nickname			return nickname
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/nameOf.luau	32	module_export		return defaultName		return defaultName
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Utility/nameOf.luau	35	module_export	return nameOf	return nameOf
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Colour/sRGB.luau	14	module_export	local sRGB = {}	local sRGB = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Colour/sRGB.luau	47	module_export	return sRGB	return sRGB
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/Stopwatch.luau	37	module_export	local class = {}	local class = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/Stopwatch.luau	78	module_export		return self		return self
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/Stopwatch.luau	122	module_export			return false			return false
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/Stopwatch.luau	128	module_export	return Stopwatch	return Stopwatch
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/For/init.luau	27	module_export	local class = {}	local class = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/For/init.luau	71	module_export		return self		return self
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/For/init.luau	78	module_export			return false			return false
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/For/init.luau	97	module_export		return true		return true
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/For/init.luau	101	module_export	return For	return For
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Instances/AttributeOut.luau	60	module_export		return key		return key
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Instances/AttributeOut.luau	63	module_export	return AttributeOut	return AttributeOut
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/packType.luau	96	module_export			return nil			return nil
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/packType.luau	100	module_export	return packType	return packType
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Logging/parseError.luau	25	module_export	return parseError	return parseError
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/For/ForTypes.luau	30	module_export	return nil	return nil
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Logging/formatError.luau	49	module_export	return formatError	return formatError
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/getTweenDuration.luau	24	module_export		return tweenDuration		return tweenDuration
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/getTweenDuration.luau	27	module_export	return getTweenDuration	return getTweenDuration
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/test/TestEZ/init.luau	40	module_export	return TestEZ	return TestEZ
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Instances/Hydrate.luau	25	module_export			return target			return target
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Instances/Hydrate.luau	29	module_export	return Hydrate	return Hydrate
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/ExternalTime.luau	22	module_export	local class = {}	local class = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/ExternalTime.luau	58	module_export		return self		return self
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/ExternalTime.luau	69	module_export		return true		return true
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/Animation/ExternalTime.luau	84	module_export	return ExternalTime	return ExternalTime
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/For/Disassembly.luau	38	module_export	local class = {}	local class = {}
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/For/Disassembly.luau	85	module_export		return self		return self
/Users/tatsheen/claw-repos/oss-index/roblox/Fusion/src/State/For/Disassembly.luau	145	module_export		local pendingPairs = {} :: {[KI]: VI}		local pendingPairs = {} :: {[KI]: VI}
